"id","precision","recall","F_measure","id.1","precision.1","recall.1","F_measure.1","id.2","precision.2","recall.2","F_measure.2","id.3","precision.3","recall.3","F_measure.3","id.4","precision.4","recall.4","F_measure.4","id.5","precision.5","recall.5","F_measure.5"
"model-LOF-k-1-task-Wow-window-5",0.995714285714286,0.653539615564932,0.789131050099066,"model-LOF-k-2-task-Wow-window-5",0.995580110497238,0.844819503047351,0.91402485417195,"model-LOF-k-4-task-Wow-window-5",1,0.86263478668542,0.92625220236597,"model-LOF-k-6-task-Wow-window-5",1,0.883263009845288,0.938013442867812,"model-LOF-k-8-task-Wow-window-5",1,0.891233005157056,0.942488844819038,"model-LOF-k-10-task-Wow-window-5",1,0.894514767932489,0.944320712694877
